bin_low,bin_high,q2,y,sigma,true_charm,true_smooth
1.1,1.53125,1.315625,0.469239148408219,0.2,0.3532785599952618,0.04684375
1.53125,1.9625000000000001,1.7468750000000002,0.5403435748818886,0.2,0.3334886961816569,0.04253125
1.9625000000000001,2.3937500000000003,2.178125,0.4157557665998728,0.2,0.3114496013631953,0.03821875
2.3937500000000003,2.825,2.609375,0.06002594923402782,0.2,0.28675114555490006,0.03390625
2.825,3.25625,3.0406250000000004,0.4695412782392546,0.2,0.2588763549046311,0.02959375
3.25625,3.6875000000000004,3.4718750000000003,0.34172019108235085,0.2,0.22716402660954857,0.025281249999999998
3.6875000000000004,4.11875,3.903125,0.10433251545931516,0.2,0.19075441253137218,0.020968749999999998
4.11875,4.550000000000001,4.3343750000000005,0.281388145684087,0.2,0.14850827484481638,0.016656249999999994
4.550000000000001,4.98125,4.765625,0.1841409246399748,0.2,0.09888269540275965,0.01234375
4.98125,5.4125,5.196875,0.1065917399522107,0.2,0.039733990621105504,0.008031249999999997
5.4125,5.84375,5.628125,-0.02260450014085719,0.2,-0.03200769840401655,0.003718750000000002
5.84375,6.275,6.059375,-0.012152824175331117,0.2,-0.12090167149782051,-0.0005937500000000018
6.275,6.706250000000001,6.4906250000000005,-0.3862261888407015,0.2,-0.23402912144036805,-0.004906250000000005
6.706250000000001,7.137500000000001,6.921875000000001,-0.4248257073223838,0.2,-0.38302496772377326,-0.00921875000000001
7.137500000000001,7.56875,7.353125,-0.6984115034826729,0.2,-0.5884563909466772,-0.013531250000000003
7.56875,8.0,7.784375,-0.7885424154696666,0.2,-0.8904679079965921,-0.01784375
