bin_low,bin_high,q2,y,sigma,true_charm,true_smooth
1.1,1.53125,1.315625,0.3683024169810014,0.2,0.25234182856804416,0.04684375
1.53125,1.9625000000000001,1.7468750000000002,0.445061090258558,0.2,0.23820621155832636,0.04253125
1.9625000000000001,2.3937500000000003,2.178125,0.3267701662103884,0.2,0.22246400097371097,0.03821875
2.3937500000000003,2.825,2.609375,-0.021902949495943597,0.2,0.2048222468249286,0.03390625
2.825,3.25625,3.0406250000000004,0.39557660540936007,0.2,0.18491168207473652,0.02959375
3.25625,3.6875000000000004,3.4718750000000003,0.27681618347962267,0.2,0.1622600190068204,0.025281249999999998
3.6875000000000004,4.11875,3.903125,0.04983125473606598,0.2,0.136253151808123,0.020968749999999998
4.11875,4.550000000000001,4.3343750000000005,0.23895721001413947,0.2,0.10607733917486885,0.016656249999999994
4.550000000000001,4.98125,4.765625,0.15588872595347206,0.2,0.0706304967162569,0.01234375
4.98125,5.4125,5.196875,0.09523917120332343,0.2,0.028381421872218218,0.008031249999999997
5.4125,5.84375,5.628125,-0.013459443453995319,0.2,-0.02286264171715468,0.003718750000000002
5.84375,6.275,6.059375,0.02239051053833188,0.2,-0.08635833678415751,-0.0005937500000000018
6.275,6.706250000000001,6.4906250000000005,-0.3193607255720249,0.2,-0.1671636581716915,-0.004906250000000005
6.706250000000001,7.137500000000001,6.921875000000001,-0.3153900022584486,0.2,-0.2735892626598381,-0.00921875000000001
7.137500000000001,7.56875,7.353125,-0.5302811060693366,0.2,-0.42032599353334094,-0.013531250000000003
7.56875,8.0,7.784375,-0.534123013184926,0.2,-0.6360485057118516,-0.01784375
