bin_low,bin_high,q2,y,sigma,true_charm,true_smooth
1.1,1.53125,1.315625,0.25008647595054434,0.15,0.15140509714082648,0.04684375
1.53125,1.9625000000000001,1.7468750000000002,0.30869769846016953,0.15,0.1429237269349958,0.04253125
1.9625000000000001,2.3937500000000003,2.178125,0.22126271201173464,0.15,0.13347840058422658,0.03821875
2.3937500000000003,2.825,2.609375,-0.03867398664569696,0.15,0.12289334809495717,0.03390625
2.825,3.25625,3.0406250000000004,0.2763441392458096,0.15,0.11094700924484191,0.02959375
3.25625,3.6875000000000004,3.4718750000000003,0.18959344725869393,0.15,0.09735601140409224,0.025281249999999998
3.6875000000000004,4.11875,3.903125,0.022177655780831015,0.15,0.0817518910848738,0.020968749999999998
4.11875,4.550000000000001,4.3343750000000005,0.16747036913437427,0.15,0.0636464035049213,0.016656249999999994
4.550000000000001,4.98125,4.765625,0.10940790745766549,0.15,0.04237829802975414,0.01234375
4.98125,5.4125,5.196875,0.06917997762165982,0.15,0.01702885312333093,0.008031249999999997
5.4125,5.84375,5.628125,-0.005735498832923288,0.15,-0.013717585030292807,0.003718750000000002
5.84375,6.275,6.059375,0.029598195921372535,0.15,-0.051815002070494505,-0.0005937500000000018
6.275,6.706250000000001,6.4906250000000005,-0.21567255795326493,0.15,-0.10029819490301489,-0.004906250000000005
6.706250000000001,7.137500000000001,6.921875000000001,-0.19780879979486074,0.15,-0.16415355759590283,-0.00921875000000001
7.137500000000001,7.56875,7.353125,-0.33804474302200127,0.15,-0.25219559612000453,-0.013531250000000003
7.56875,8.0,7.784375,-0.3096459215319168,0.15,-0.3816291034271109,-0.01784375
