bin_low,bin_high,q2,y,sigma,true_charm,true_smooth
1.1,1.53125,1.315625,0.8729860741170897,0.2,0.7570254857041325,0.04684375
1.53125,1.9625000000000001,1.7468750000000002,0.9214735133752108,0.2,0.7146186346749791,0.04253125
1.9625000000000001,2.3937500000000003,2.178125,0.7716981681578102,0.2,0.6673920029211329,0.03821875
2.3937500000000003,2.825,2.609375,0.3877415441539137,0.2,0.6144667404747859,0.03390625
2.825,3.25625,3.0406250000000004,0.765399969558833,0.2,0.5547350462242095,0.02959375
3.25625,3.6875000000000004,3.4718750000000003,0.6013362214932635,0.2,0.48678005702046123,0.025281249999999998
3.6875000000000004,4.11875,3.903125,0.3223375583523119,0.2,0.408759455424369,0.020968749999999998
4.11875,4.550000000000001,4.3343750000000005,0.45111188836387717,0.2,0.31823201752460656,0.016656249999999994
4.550000000000001,4.98125,4.765625,0.2971497193859859,0.2,0.2118914901487707,0.01234375
4.98125,5.4125,5.196875,0.15200201494775986,0.2,0.08514426561665465,0.008031249999999997
5.4125,5.84375,5.628125,-0.059184726888304666,0.2,-0.06858792515146403,0.003718750000000002
5.84375,6.275,6.059375,-0.15032616302998314,0.2,-0.25907501035247255,-0.0005937500000000018
6.275,6.706250000000001,6.4906250000000005,-0.6536880419154079,0.2,-0.5014909745150744,-0.004906250000000005
6.706250000000001,7.137500000000001,6.921875000000001,-0.8625685275781249,0.2,-0.8207677879795142,-0.00921875000000001
7.137500000000001,7.56875,7.353125,-1.3709330931360184,0.2,-1.2609779806000228,-0.013531250000000003
7.56875,8.0,7.784375,-1.806220024608629,0.2,-1.9081455171355546,-0.01784375
