bin_low,bin_high,q2,y,sigma,true_charm,true_smooth
1.1,1.53125,1.315625,0.8557068645138504,0.15,0.7570254857041325,0.04684375
1.53125,1.9625000000000001,1.7468750000000002,0.8803926062001529,0.15,0.7146186346749791,0.04253125
1.9625000000000001,2.3937500000000003,2.178125,0.755176314348641,0.15,0.6673920029211329,0.03821875
2.3937500000000003,2.825,2.609375,0.4528994057341318,0.15,0.6144667404747859,0.03390625
2.825,3.25625,3.0406250000000004,0.7201321762251771,0.15,0.5547350462242095,0.02959375
3.25625,3.6875000000000004,3.4718750000000003,0.579017492875063,0.15,0.48678005702046123,0.025281249999999998
3.6875000000000004,4.11875,3.903125,0.34918522012032616,0.15,0.408759455424369,0.020968749999999998
4.11875,4.550000000000001,4.3343750000000005,0.4220559831540595,0.15,0.31823201752460656,0.016656249999999994
4.550000000000001,4.98125,4.765625,0.2789210995766821,0.15,0.2118914901487707,0.01234375
4.98125,5.4125,5.196875,0.13729539011498354,0.15,0.08514426561665465,0.008031249999999997
5.4125,5.84375,5.628125,-0.06060583895409451,0.15,-0.06858792515146403,0.003718750000000002
5.84375,6.275,6.059375,-0.17766181236060552,0.15,-0.25907501035247255,-0.0005937500000000018
6.275,6.706250000000001,6.4906250000000005,-0.6168653375653245,0.15,-0.5014909745150744,-0.004906250000000005
6.706250000000001,7.137500000000001,6.921875000000001,-0.8544230301784722,0.15,-0.8207677879795142,-0.00921875000000001
7.137500000000001,7.56875,7.353125,-1.3468271275020194,0.15,-1.2609779806000228,-0.013531250000000003
7.56875,8.0,7.784375,-1.8361623352403604,0.15,-1.9081455171355546,-0.01784375
