bin_low,bin_high,q2,y,sigma,true_charm,true_smooth
1.1,1.53125,1.315625,0.2328072663473051,0.1,0.15140509714082648,0.04684375
1.53125,1.9625000000000001,1.7468750000000002,0.2676167912851116,0.1,0.1429237269349958,0.04253125
1.9625000000000001,2.3937500000000003,2.178125,0.2047408582025653,0.1,0.13347840058422658,0.03821875
2.3937500000000003,2.825,2.609375,0.026483874934521062,0.1,0.12289334809495717,0.03390625
2.825,3.25625,3.0406250000000004,0.2310763459121537,0.1,0.11094700924484191,0.02959375
3.25625,3.6875000000000004,3.4718750000000003,0.16727471864049337,0.1,0.09735601140409224,0.025281249999999998
3.6875000000000004,4.11875,3.903125,0.049025317548845274,0.1,0.0817518910848738,0.020968749999999998
4.11875,4.550000000000001,4.3343750000000005,0.1384144639245566,0.1,0.0636464035049213,0.016656249999999994
4.550000000000001,4.98125,4.765625,0.09117928764836172,0.1,0.04237829802975414,0.01234375
4.98125,5.4125,5.196875,0.05447335278888353,0.1,0.01702885312333093,0.008031249999999997
5.4125,5.84375,5.628125,-0.007156610898713127,0.1,-0.013717585030292807,0.003718750000000002
5.84375,6.275,6.059375,0.002262546590750189,0.1,-0.051815002070494505,-0.0005937500000000018
6.275,6.706250000000001,6.4906250000000005,-0.1788498536031816,0.1,-0.10029819490301489,-0.004906250000000005
6.706250000000001,7.137500000000001,6.921875000000001,-0.18966330239520812,0.1,-0.16415355759590283,-0.00921875000000001
7.137500000000001,7.56875,7.353125,-0.31393877738800235,0.1,-0.25219559612000453,-0.013531250000000003
7.56875,8.0,7.784375,-0.33958823216364814,0.1,-0.3816291034271109,-0.01784375
